position
15.0
45.0
75.0
109.0
137.0
167.0
197.0
226.0
258.0
287.0
321.0
351.0
385.0
415.0
443.0
475.0
505.0
505.0
536.0
566.0
596.0
626.0
656.0
687.0
717.0
747.0
777.0
807.0
837.0
867.0
898.0
927.0
958.0
983.0
995.0
1000.0
1000.0
1000.0
1000.0
1000.0
1000.0
1000.0
1000.0
23.0
52.0
84.0
117.0
144.0
175.0
204.0
235.0
265.0
296.0
330.0
360.0
394.0
422.0
452.0
483.0
514.0
544.0
574.0
604.0
634.0
664.0
695.0
724.0
755.0
785.0
815.0
845.0
876.0
906.0
936.0
966.0
987.0
997.0
1000.0
1000.0
1000.0
1000.0
1000.0
1000.0
1000.0
1000.0
1000.0
1000.0
1000.0
1000.0
1000.0
1000.0
1000.0
1000.0
1000.0
1000.0
1000.0
1000.0
1000.0
1000.0
1000.0
1000.0
999.0
27.0
56.0
88.0
120.0
148.0
179.0
208.0
239.0
269.0
300.0
334.0
364.0
398.0
425.0
455.0
486.0
518.0
548.0
577.0
608.0
637.0
668.0
699.0
728.0
758.0
789.0
819.0
849.0
879.0
909.0
939.0
969.0
988.0
998.0
1000.0
1000.0
1000.0
1000.0
1000.0
1000.0
1000.0
1000.0
1000.0
1000.0
1000.0
1000.0
1000.0
1000.0
1000.0
1000.0
1000.0
1000.0
1000.0
1000.0
1000.0
1000.0
1000.0
1000.0
999.0
30.0
59.0
92.0
122.0
152.0
182.0
211.0
243.0
272.0
304.0
337.0
367.0
401.0
428.0
459.0
489.0
521.0
551.0
580.0
611.0
641.0
672.0
701.0
732.0
762.0
791.0
822.0
852.0
882.0
912.0
943.0
972.0
990.0
999.0
1000.0
1000.0
1000.0
1000.0
1000.0
1000.0
1000.0
1000.0
1000.0
1000.0
1000.0
1000.0
1000.0
1000.0
1000.0
1000.0
1000.0
1000.0
1000.0
1000.0
1000.0
1000.0
1000.0
1000.0
999.0
10.0
34.0
62.0
96.0
126.0
155.0
185.0
215.0
246.0
275.0
307.0
340.0
371.0
404.0
431.0
463.0
492.0
526.0
554.0
584.0
614.0
644.0
675.0
705.0
735.0
765.0
795.0
825.0
855.0
886.0
916.0
946.0
975.0
991.0
999.0
1000.0
1000.0
1000.0
1000.0
1000.0
1000.0
1000.0
1000.0
1000.0
1000.0
1000.0
1000.0
1000.0
1000.0
1000.0
1000.0
1000.0
1000.0
1000.0
1000.0
1000.0
1000.0
1000.0
1000.0
999.0
11.0
36.0
66.0
100.0
128.0
159.0
188.0
218.0
249.0
278.0
311.0
343.0
376.0
407.0
434.0
467.0
496.0
528.0
558.0
587.0
618.0
648.0
678.0
708.0
738.0
768.0
798.0
828.0
858.0
889.0
919.0
949.0
977.0
993.0
1000.0
1000.0
1000.0
1000.0
1000.0
1000.0
1000.0
1000.0
1000.0
1000.0
1000.0
1000.0
1000.0
1000.0
1000.0
1000.0
1000.0
1000.0
1000.0
1000.0
1000.0
1000.0
1000.0
1000.0
1000.0
998.0
11.0
39.0
69.0
103.0
131.0
162.0
192.0
221.0
252.0
281.0
315.0
347.0
380.0
410.0
438.0
469.0
499.0
531.0
561.0
590.0
621.0
651.0
681.0
711.0
742.0
771.0
801.0
832.0
862.0
892.0
922.0
953.0
979.0
994.0
1000.0
1000.0
1000.0
1000.0
1000.0
1000.0
1000.0
1000.0
1000.0
1000.0
1000.0
1000.0
1000.0
1000.0
1000.0
1000.0
1000.0
1000.0
1000.0
1000.0
1000.0
1000.0
1000.0
1000.0
1000.0
996.0
13.0
43.0
73.0
107.0
135.0
166.0
196.0
225.0
256.0
286.0
320.0
350.0
384.0
414.0
442.0
473.0
504.0
535.0
565.0
595.0
625.0
655.0
686.0
715.0
745.0
776.0
805.0
836.0
867.0
896.0
926.0
957.0
982.0
995.0
1000.0
1000.0
1000.0
1000.0
1000.0
1000.0
1000.0
1000.0
1000.0
1000.0
1000.0
1000.0
1000.0
1000.0
1000.0
1000.0
1000.0
1000.0
1000.0
1000.0
1000.0
1000.0
1000.0
1000.0
1000.0
17.0
47.0
77.0
111.0
139.0
169.0
199.0
230.0
260.0
290.0
324.0
354.0
388.0
417.0
446.0
477.0
508.0
539.0
568.0
599.0
629.0
658.0
689.0
719.0
749.0
780.0
810.0
839.0
870.0
900.0
930.0
960.0
984.0
996.0
1000.0
1000.0
1000.0
1000.0
1000.0
1000.0
1000.0
1000.0
1000.0
1000.0
1000.0
1000.0
1000.0
1000.0
1000.0
1000.0
1000.0
1000.0
1000.0
1000.0
1000.0
1000.0
1000.0
1000.0
1000.0
21.0
50.0
81.0
115.0
142.0
173.0
202.0
233.0
263.0
293.0
328.0
357.0
392.0
420.0
449.0
481.0
512.0
542.0
572.0
602.0
632.0
662.0
693.0
722.0
753.0
783.0
813.0
843.0
874.0
904.0
933.0
964.0
986.0
997.0
1000.0
1000.0
1000.0
1000.0
1000.0
1000.0
1000.0
1000.0
1000.0
1000.0
1000.0
1000.0
1000.0
1000.0
1000.0
1000.0
1000.0
1000.0
1000.0
1000.0
1000.0
1000.0
1000.0
1000.0
1000.0
23.0
53.0
