torque
-12
-12
-12
-12
-12
-12
-12
-12
-12
-12
-12
-12
-12
-12
-12
-12
-12
-12
-12
-12
-12
-12
-12
-12
-12
-12
-12
-12
-12
-12
-12
-12
-12
-12
-12
-12
-12
-12
-12
-12
-12
-12
-12
-12
-12
-12
-12
-12
-12
-12
-12
-12
-12
-12
-12
-12
-12
-12
-12
0
0
-55
-55
-55
-55
-51
-51
-51
-47
-47
-51
-47
-43
-43
-47
-43
-39
-43
-35
-39
-43
-43
-39
-43
-39
-43
-43
-47
-47
-51
-55
-55
-47
-35
-24
-12
-12
-12
-12
-12
-12
-12
0
0
-55
-55
-59
-55
-51
-55
-51
-51
-47
-47
-47
-43
-43
-43
-39
-39
-43
-39
-39
-39
-39
-43
-43
-43
-43
-43
-43
-51
-55
-55
-59
-47
-35
-20
-12
-12
-12
-12
-12
-12
-12
-12
-12
-12
-12
-12
-12
-12
-12
-12
-12
-12
-12
-12
-12
-12
-12
-12
0
0
-55
-55
-55
-55
-55
-51
-47
-51
-47
-51
-47
-43
-43
-47
-39
-43
-39
-39
-39
-39
-43
-39
-35
-39
-43
-43
-47
-47
-51
-55
-55
-43
-31
-20
-12
-12
-12
-12
-12
-12
-12
-12
-12
-12
-12
-12
-12
-12
-12
-12
-12
-12
-12
-12
-12
-12
-12
0
0
8
-55
-55
-47
-55
-51
-51
-51
-51
-47
-47
-47
-43
-43
-43
-39
-43
-39
-39
-43
-39
-39
-39
-39
-39
-39
-43
-47
-47
-55
-55
-51
-43
-31
-24
-16
-16
-16
-16
-16
-16
-16
-16
-16
-16
-16
-16
-16
-16
-16
-16
-16
-16
-16
-16
-16
-16
-16
0
0
-59
-55
-55
-55
-55
-51
-51
-47
-47
-47
-47
-47
-43
-47
-47
-39
-43
-39
-39
-39
-39
-43
-39
-39
-43
-43
-47
-47
-51
-55
-51
-55
-39
-28
-16
-16
-16
-16
-16
-16
-16
-16
-16
-16
-16
-16
-16
-16
-16
-16
-16
-16
-16
-16
-16
-16
-16
-16
0
0
-59
-55
-55
-55
-55
-51
-51
-47
-47
-47
-47
-47
-43
-47
-43
-39
-43
-39
-39
-39
-39
-39
-39
-39
-39
-43
-43
-43
-51
-51
-51
-55
-43
-28
-16
-16
-16
-16
-16
-16
-16
-16
-16
-16
-16
-16
-16
-16
-16
-16
-16
-16
-16
-16
-16
-16
-16
-16
0
0
-55
-59
-55
-51
-55
-47
-51
-47
-47
-51
-43
-47
-43
-43
-43
-39
-39
-39
-39
-39
-39
-39
-39
-39
-39
-39
-43
-43
-51
-47
-59
-51
-39
-28
-16
-16
-16
-16
-16
-16
-16
-16
-16
-16
-16
-16
-16
-16
-16
-16
-16
-16
-16
-16
-16
-16
-16
-16
0
0
-55
-55
-55
-55
-59
-47
-51
-51
-51
-47
-47
-47
-47
-43
-43
-39
-39
-39
-39
-43
-43
-39
-43
-43
-39
-39
-47
-47
-47
-51
-55
-51
-35
-24
-16
-16
-16
-16
-16
-16
-16
-16
-16
-16
-16
-16
-16
-16
-16
-16
-16
-16
-16
-16
-16
-16
-16
-16
0
0
-59
-55
-55
-55
-55
-51
-51
-47
-47
-51
-47
-47
-43
-43
-39
-43
-43
-39
-43
-39
-43
-35
-43
-39
-39
-43
-43
-47
-51
-55
-51
-47
-39
-24
-16
-16
-16
-16
-16
-16
-16
-16
-16
-16
-16
-16
-16
-16
-16
-16
-16
-16
-16
-16
-16
-16
-16
-16
0
0
-55
-55
-55
-55
-55
-51
-51
-47
-47
-43
-47
-43
-43
-43
-43
-43
-43
-39
-39
-39
-39
-39
-39
-39
-39
-43
-43
-47
-51
-51
-55
-47
-31
-24
-16
-16
-16
-16
-16
-16
-16
-16
-16
-16
-16
-16
-16
-16
-16
-16
-16
-16
-16
-16
-16
-16
-16
-16
0
0
-59
-59
-55
-55
-55
-51
-55
-47
-51
-47
-47
-47
-43
-39
-43
-39
-35
-39
-43
-39
-39
-43
-35
-39
-39
-43
-43
-47
-51
-55
-55
-55
-31
-24
-16
-16
-16
-16
-16
-16
-16
-16
-16
-16
-16
-16
-16
-16
-16
-16
-16
-16
-16
-16
-16
-16
-16
-16
-16
0
0
-55
-55
-51
-55
-51
-51
-51
-51
-47
-47
-47
-47
-43
-43
-43
-39
-39
-35
-39
-39
-39
-39
-35
-39
-39
-43
-47
-47
-51
-55
-55
-43
-31
-20
-16
-16
-16
-16
-16
-16
-16
-16
-16
-16
-16
-16
-16
-16
-16
-16
-16
-16
-16
-16
-16
-16
-16
0
0
12
-43
-55
-55
-51
-55
-51
-47
-51
-51
-47
-51
-47
-43
-43
-39
-39
-43
-43
-39
-43
-39
-39
-39
-39
-39
-39
-47
-47
-47
-51
-51
-55
-39
-28
-24
-16
-16
-16
-16
-16
-16
-16
-16
-16
-16
-16
-16
-16
-16
-16
-16
-16
-16
-16
-16
-16
-16
-16
0
0
-63
-55
-55
-55
