_time,torque,position,cluster_labels,cluster_id
2024-11-14T05:41:34Z,20,192.0,cluster_1,1
2024-11-14T05:41:35Z,24,221.0,cluster_1,1
2024-11-14T05:41:36Z,24,252.0,cluster_1,1
2024-11-14T05:41:37Z,24,281.0,cluster_1,1
2024-11-14T05:41:38Z,20,315.0,cluster_1,1
2024-11-14T05:41:39Z,24,347.0,cluster_1,1
2024-11-14T05:41:40Z,20,380.0,cluster_1,1
2024-11-14T05:41:41Z,20,410.0,cluster_1,1
2024-11-14T05:41:42Z,24,438.0,cluster_1,1
2024-11-14T05:41:43Z,28,469.0,cluster_1,1
2024-11-14T05:41:44Z,24,499.0,cluster_1,1
2024-11-14T05:41:45Z,28,531.0,cluster_1,1
2024-11-14T05:41:46Z,28,561.0,cluster_1,1
2024-11-14T05:41:47Z,24,590.0,cluster_1,1
2024-11-14T05:41:48Z,28,621.0,cluster_1,1
2024-11-14T05:41:49Z,31,651.0,cluster_1,1
2024-11-14T05:41:50Z,24,681.0,cluster_1,1
2024-11-14T05:41:51Z,28,711.0,cluster_1,1
2024-11-14T05:41:52Z,31,742.0,cluster_1,1
2024-11-14T05:41:53Z,35,771.0,cluster_1,1
2024-11-14T05:41:54Z,28,801.0,cluster_1,1
2024-11-14T05:41:55Z,35,832.0,cluster_1,1
2024-11-14T05:41:56Z,35,862.0,cluster_1,1
2024-11-14T05:41:57Z,35,892.0,cluster_1,1
2024-11-14T05:41:58Z,39,922.0,cluster_1,1
2024-11-14T05:41:59Z,31,953.0,cluster_1,1
2024-11-14T05:42:00Z,24,979.0,cluster_1,1
2024-11-14T05:42:01Z,8,994.0,cluster_1,1
2024-11-14T05:42:02Z,12,1000.0,cluster_1,1
2024-11-14T05:42:03Z,12,1000.0,cluster_1,1
2024-11-14T05:42:04Z,12,1000.0,cluster_1,1
2024-11-14T05:42:05Z,12,1000.0,cluster_1,1
2024-11-14T05:42:06Z,12,1000.0,cluster_1,1
