position
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
1.0
966.0
938.0
910.0
883.0
852.0
821.0
793.0
763.0
733.0
704.0
674.0
645.0
617.0
585.0
554.0
524.0
493.0
463.0
433.0
405.0
373.0
343.0
311.0
278.0
250.0
220.0
191.0
161.0
131.0
103.0
70.0
41.0
15.0
3.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
3.0
959.0
932.0
904.0
877.0
845.0
816.0
786.0
757.0
727.0
698.0
668.0
639.0
610.0
578.0
547.0
517.0
488.0
457.0
427.0
398.0
367.0
337.0
304.0
272.0
245.0
213.0
184.0
154.0
125.0
96.0
63.0
35.0
11.0
2.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
6.0
955.0
929.0
901.0
873.0
843.0
813.0
783.0
754.0
724.0
694.0
665.0
636.0
607.0
574.0
544.0
514.0
484.0
453.0
423.0
395.0
363.0
333.0
300.0
269.0
241.0
209.0
181.0
151.0
122.0
92.0
60.0
31.0
9.0
2.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
8.0
953.0
925.0
898.0
870.0
839.0
809.0
780.0
750.0
721.0
691.0
661.0
634.0
603.0
570.0
541.0
511.0
481.0
450.0
420.0
391.0
360.0
330.0
296.0
266.0
237.0
206.0
178.0
147.0
119.0
88.0
57.0
28.0
8.0
1.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
978.0
950.0
923.0
895.0
867.0
836.0
806.0
777.0
747.0
718.0
688.0
659.0
630.0
600.0
567.0
538.0
508.0
478.0
447.0
417.0
389.0
357.0
326.0
293.0
264.0
234.0
203.0
175.0
144.0
117.0
85.0
54.0
26.0
7.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
