torque
31
31
28
28
28
24
24
20
20
20
24
24
20
24
24
24
24
24
28
28
28
28
28
31
31
31
31
31
35
31
39
35
28
16
8
24
24
24
24
24
24
24
0
31
28
31
24
20
24
24
20
24
24
24
24
24
24
24
28
24
28
28
28
28
31
31
31
35
31
31
39
35
35
35
28
12
4
4
4
4
4
4
4
4
4
4
4
4
4
4
4
4
4
4
4
4
4
4
4
4
4
0
35
31
28
28
28
24
20
28
24
24
24
24
20
24
24
24
24
28
28
31
31
31
28
31
31
31
39
39
31
35
39
24
16
4
12
12
12
12
12
12
12
12
12
12
12
12
12
12
12
12
12
12
12
12
12
12
12
12
0
35
35
24
28
28
24
28
20
24
24
24
16
20
24
24
24
28
28
28
31
31
28
31
28
31
31
35
35
35
39
31
24
12
4
12
12
12
12
12
12
12
12
12
12
12
12
12
12
12
12
12
12
12
12
12
12
12
0
0
31
35
31
31
28
28
24
24
24
24
20
24
20
24
24
24
31
28
28
31
28
28
31
31
31
31
35
35
31
35
35
31
24
12
0
4
4
4
4
4
4
4
4
4
4
4
4
4
4
4
4
4
4
4
4
4
4
4
0
0
39
31
31
31
28
24
20
24
20
24
20
20
24
28
24
28
24
24
28
28
28
28
31
31
31
31
31
35
35
35
39
35
24
12
8
8
8
8
8
8
8
8
8
8
8
8
8
8
8
8
8
8
8
8
8
8
8
8
0
0
31
31
31
28
28
24
20
24
24
24
20
24
20
20
24
28
24
28
28
24
28
31
24
28
31
35
28
35
35
35
39
31
24
8
12
12
12
12
12
12
12
12
12
12
12
12
12
12
12
12
12
12
12
12
12
12
12
12
0
0
35
31
28
28
28
20
24
20
24
20
20
24
20
24
24
24
28
28
24
28
31
28
31
28
28
31
31
39
31
39
35
28
20
8
4
4
4
4
4
4
4
4
4
4
4
4
4
4
4
4
4
4
4
4
4
4
4
4
0
35
35
28
28
24
28
24
20
24
24
20
20
24
24
20
28
28
24
28
31
28
28
35
28
31
35
35
31
31
35
31
28
16
4
12
12
12
12
12
12
12
12
12
12
12
12
12
12
12
12
12
12
12
12
12
12
12
12
0
31
31
31
28
28
24
24
24
24
20
24
20
24
24
24
24
24
28
28
31
28
28
31
28
35
35
31
31
35
31
35
28
16
8
20
20
20
20
20
20
20
20
20
20
20
20
20
20
20
20
20
20
20
20
20
20
20
20
0
31
31
31
28
28
24
24
20
24
20
20
24
24
24
24
28
28
28
31
28
28
28
31
28
31
35
31
35
31
35
39
28
12
8
8
8
8
8
8
8
8
8
8
8
8
8
8
8
8
8
8
8
8
8
8
8
8
8
0
35
31
31
31
28
24
20
24
24
20
24
20
24
28
24
28
28
31
28
31
28
31
31
31
35
31
35
35
31
35
35
24
12
4
8
8
8
8
8
8
8
8
8
8
8
8
8
8
8
8
8
8
8
8
8
8
8
8
0
31
31
28
31
24
24
20
20
24
24
20
20
24
20
24
28
24
28
28
28
28
28
31
31
35
35
35
31
31
39
35
24
12
4
12
12
12
12
12
12
12
12
12
12
12
12
12
12
12
12
12
12
12
12
12
12
12
0
0
39
31
31
31
28
24
24
24
22
24
20
20
24
24
24
28
28
28
31
31
28
31
28
28
31
35
35
31
35
35
35
24
16
4
4
4
4
4
4
4
4
4
4
4
4
4
4
4
4
4
4
4
4
4
4
4
4
0
0
35
31
35
28
28
24
24
20
24
20
24
24
24
20
24
24
24
24
28
31
24
31
28
31
31
31
31
31
31
35
39
35
20
12
20
20
20
20
20
20
20
20
20
20
20
20
20
20
20
20
20
20
20
20
20
20
20
20
0
0
35
35
31
28
28
24
24
20
20
20
24
24
20
20
24
24
24
28
28
28
35
28
31
31
31
35
35
39
35
35
35
31
20
8
8
8
8
8
8
8
8
8
8
8
8
8
8
8
8
8
8
8
8
8
8
8
8
8
0
-4
35
31
28
28
24
20
24
24
24
20
20
20
20
24
20
24
28
28
28
28
31
28
31
31
31
31
35
35
35
35
31
31
16
4
28
28
28
28
28
28
28
28
28
28
28
28
28
28
28
28
28
28
28
28
28
28
28
28
0
31
31
28
28
20
24
20
20
24
20
24
20
24
24
24
28
28
28
28
28
31
28
31
28
31
35
35
35
35
35
31
28
16
8
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
35
31
28
28
24
24
24
24
24
24
24
24
24
20
28
24
24
31
28
28
28
28
31
28
31
35
35
43
31
35
35
31
12
8
4
4
4
4
4
4
4
4
4
4
4
4
4
4
4
4
4
4
4
4
4
4
4
4
0
31
31
31
28
28
24
20
24
24
20
20
20
24
28
24
24
28
28
31
28
31
28
28
31
31
31
31
35
35
35
35
28
12
4
16
16
16
16
16
16
16
16
16
16
16
16
16
16
16
16
16
16
16
16
16
16
16
16
0
31
31
31
28
24
24
24
20
20
20
24
20
24
24
24
28
28
31
28
28
31
28
31
31
31
35
35
31
35
35
35
28
16
0
12
12
12
12
12
12
12
12
12
12
12
12
12
12
12
12
12
12
12
12
12
12
12
0
0
28
31
31
31
28
24
24
20
20
24
16
20
20
24
24
24
28
28
28
31
28
28
31
31
31
31
31
35
31
35
35
31
28
12
4
8
8
8
8
8
8
8
8
8
8
8
8
8
8
8
8
8
8
8
8
8
8
8
0
0
43
31
35
28
28
28
28
24
24
20
20
20
24
20
24
28
24
24
28
28
28
28
31
28
28
31
31
31
39
35
35
31
24
12
20
16
16
16
16
16
16
16
16
16
16
16
16
16
16
16
16
16
16
16
16
16
16
16
0
0
39
35
31
31
28
24
24
24
24
16
24
20
24
24
28
24
24
28
28
24
28
28
28
28
31
31
31
39
35
31
35
31
20
12
16
16
16
16
16
16
16
16
16
16
16
16
16
16
16
16
16
16
16
16
16
16
16
16
0
0
